time,paw,flow,vol,pmus
0,8.63530516035466,0.0575133240912778,0,0
0.01,8.56206143101963,-0.00740811418317302,-2.62930580398063e-06,-0.00039426
0.02,8.56193430952885,0.00314230999711067,-1.33802158936811e-05,-0.00157084
0.03,8.53004835218082,0.0036189204786304,-2.97592851104633e-05,-0.00351118
0.04,8.53042522785061,-0.00604475392044543,-4.76995351553848e-05,-0.00618467
0.05,8.50320958194138,-0.0026768094979862,-6.34190174580505e-05,-0.00954915
0.06,8.48729449499255,0.0110352563525593,-7.45022657913574e-05,-0.01355157
0.07,8.45728919905857,0.0204778831112464,-7.95687950947973e-05,-0.0181288
0.08,8.46735693618012,0.0113249336309572,-7.79298416455782e-05,-0.02320866
0.09,8.48652042587709,0.00822518442601469,-6.9304253015485e-05,-0.02871104
0.1,8.46057055763746,0.0153827793303973,-5.42041716806631e-05,-0.03454915
0.11,8.48427943444849,0.0118396940734581,-3.37194526801392e-05,-0.04063093
0.12,8.51026885333547,0.00868074949868313,-9.68634067108327e-06,-0.04686047
0.13,8.52230849617009,0.00607888808777152,1.62824307800696e-05,-0.05313953
0.14,8.52154932519339,0.00826812199902164,4.31090002064088e-05,-0.05936907
0.15,8.52701017036635,0.00937993372605385,7.01414820621215e-05,-0.06545085
0.16,8.51593422817217,0.0186324913544622,0.000104824875201979,-0.07946433
0.17,8.49319527505249,0.0170803930225246,0.00015655522972806,-0.10131742
0.18,8.42701425360674,0.0293377612911338,0.000228546527866223,-0.13092336
0.19,8.38931798105076,0.0370466036460966,0.000321841330453703,-0.16820204
0.2,8.38091115800829,0.0387239535558638,0.000436717797070691,-0.21308126
0.21,8.33596487421434,0.0288350180880792,0.000573202988551879,-0.26549791
0.22,8.26855781396799,0.0321391251369307,0.000731253232341209,-0.32539893
0.23,8.23677397449038,0.0279360976401176,0.000910818657558361,-0.39274215
0.24,8.18591613092366,0.0243716662076337,0.00111186712440098,-0.46749697
0.25,8.09181803472933,0.0286769846703641,0.00132665258701886,-0.54142563
0.26,8.03497582147941,0.0321829682039712,0.00154590350380162,-0.61504773
0.27,7.91235925675849,0.0241934768165033,0.00176691166395317,-0.68858212
0.28,7.83549118846808,0.0266267006158685,0.00198889159932728,-0.76202887
0.29,7.77426870987873,0.0291835028318581,0.00221156331459055,-0.83538821
0.3,7.68374145893835,0.0309584318398525,0.00243482574308286,-0.90866053
0.31,7.63490427837831,0.0338973386083732,0.00265864213546733,-0.98184635
0.32,7.52965895527725,0.0154091854468442,0.00288299906868483,-1.05494638
0.33,7.46466737958855,0.0110507002327089,0.00310789176411922,-1.12796144
0.34,7.47166010788101,0.0121524910321155,0.00333331883307542,-1.20089254
0.35,7.41325153292344,0.00854001077743754,0.00355928037548433,-1.27374079
0.36,7.38223534296576,0.00361727183158144,0.00378577731223772,-1.34650749
0.37,7.33741669441288,-0.0031417562832668,0.00401281114257867,-1.41919405
0.38,7.2583691802111,-0.00706397012390501,0.00424038385404269,-1.49180204
0.39,7.29285092058823,0.0074822711326803,0.00446849789908151,-1.56433317
0.4,7.22777723105022,0.00254678548306739,0.00469715614998709,-1.63678927
0.41,7.10009878715499,0.00279719827897527,0.00492636188250031,-1.7091723
0.42,7.06185046828115,0.00845998402833258,0.00515611880226056,-1.78148437
0.43,6.9662257728381,0.00927770098501439,0.00538643101733173,-1.8537277
0.44,6.8762157428222,0.0108889970743706,0.0056173030223697,-1.92590463
0.45,6.82571191174255,0.0163736488765482,0.0058487396893091,-1.99801761
0.46,6.68687238287498,0.0124382804151212,0.00608074626158918,-2.07006922
0.47,6.60228665190155,0.0172270252354256,0.00631332834940399,-2.14206214
0.48,6.55949374654579,0.0200462309143161,0.00654649167936291,-2.21399914
0.49,6.45570907433396,0.0195999693188188,0.00678024277063082,-2.28588311
0.5,6.37164341810671,0.018393382599054,0.00701458824397991,-2.35771702
0.51,6.33485456529212,0.0173291570014585,0.00724953502593558,-2.42950393
0.52,6.27189362323674,0.0170587300116711,0.00748509032614525,-2.50124698
0.53,6.25948321851951,0.0100953261532289,0.00772126163803037,-2.57294939
0.54,6.2921148553344,0.0448441151521777,0.00795805672537531,-2.64461445
0.55,6.51727288679511,0.108879796751202,0.00819548360193144,-2.71624552
0.56,6.89008859653237,0.20485682489684,0,-2.78784602
0.57,7.39560491610565,0.318869507913037,0.00140054474081845,-2.85941941
0.58,8.03597704605056,0.448019645316465,0.00485255598928777,-2.93096921
