time,sample_id,window_id,wave_count,flow,mask_flow,volume,mask_volume,pressure,mask_pressure,anomaly_id
0.66,15,0,23,-16.09103448,1,0,0,6.784999999,1,5
0.68,15,0,23,-15.61431855,1,0,0,6.739523809,1,5
0.7,15,0,23,-15.13760263,1,0,0,6.694047618,1,5
0.72,15,0,23,-14.6608867,1,0,0,6.648571428,1,5
0.74,15,0,23,-14.18417077,1,0,0,6.603095238,1,5
0.76,15,0,23,-13.70745484,1,0,0,6.557619047,1,5
0.78,15,0,23,-13.23073892,1,0,0,6.512142857,1,5
0.8,15,0,23,-12.76873563,1,0,0,6.472,1,5
0.82,15,0,23,-12.31209196,1,0,0,6.4338,1,5
0.84,15,0,23,-11.85544828,1,0,0,6.3956,1,5
0.86,15,0,23,-11.3988046,1,0,0,6.3574,1,5
0.88,15,0,23,-10.94216092,1,0,0,6.3192,1,5
0.9,15,0,23,-10.48551724,1,0,0,6.281,1,5
0.92,15,0,23,-10.02887357,1,0,0,6.2428,1,5
0.94,15,0,23,-9.572229888,1,0,0,6.2046,1,5
0.96,15,0,23,-9.11558621,1,0,0,6.1664,1,5
0.98,15,0,23,-8.658942532,1,0,0,6.1282,1,5
1,15,0,23,-8.202298854,1,0,0,6.09,1,5
1.02,15,0,23,-7.745655176,1,0,0,6.0518,1,5
1.04,15,0,23,-7.289011498,1,0,0,6.0136,1,5
1.06,15,0,23,-6.956781611,1,0,0,5.9795,1,5
1.08,15,0,23,-6.693333335,1,0,0,5.947666667,1,5
1.1,15,0,23,-6.429885058,1,0,0,5.915833333,1,5
1.12,15,0,23,-6.166436782,1,0,0,5.884,1,5
1.14,15,0,23,-5.902988505,1,0,0,5.852166667,1,5
1.16,15,0,23,-5.639540229,1,0,0,5.820333333,1,5
1.18,15,0,23,-5.376091953,1,0,0,5.7885,1,5
1.2,15,0,23,-5.112643676,1,0,0,5.756666666,1,5
1.22,15,0,23,-4.8491954,1,0,0,5.724833333,1,5
1.24,15,0,23,-4.585747123,1,0,0,5.693,1,5
1.26,15,0,23,-4.322298847,1,0,0,5.661166666,1,5
1.28,15,0,23,-4.05885057,1,0,0,5.629333333,1,5
1.3,15,0,23,-3.795402294,1,0,0,5.597499999,1,5
1.32,15,0,23,-3.531954017,1,0,0,5.565666666,1,5
1.34,15,0,23,-3.268505741,1,0,0,5.533833333,1,5
1.36,15,0,23,-3.005057465,1,0,0,5.501999999,1,5
1.38,15,0,23,-2.823908042,1,0,0,5.455249999,1,5
1.4,15,0,23,-2.648275858,1,0,0,5.407499999,1,5
1.42,15,0,23,-2.472643674,1,0,0,5.359749999,1,5
1.44,15,0,23,-2.29701149,1,0,0,5.311999999,1,5
1.46,15,0,23,-2.121379307,1,0,0,5.264249999,1,5
1.48,15,0,23,-1.945747123,1,0,0,5.216499999,1,5
1.5,15,0,23,-1.770114939,1,0,0,5.168749999,1,5
1.52,15,0,23,-1.594482755,1,0,0,5.120999999,1,5
1.54,15,0,23,-1.418850572,1,0,0,5.073249999,1,5
1.56,15,0,23,-1.243218388,1,0,0,5.025499999,1,5
1.58,15,0,23,-0.99393103,1,0,0,5,1,5
1.6,15,0,23,-0.660229881,1,0,0,5,1,5
1.62,15,0,23,-0.326528732,1,0,0,5,1,5
1.64,15,0,23,0.007172417,1,0,0,5,1,5
1.66,15,0,23,0.340873566,1,0,0,5,1,5
1.68,15,0,23,0.674574716,1,0,0,5,1,5
1.7,15,0,23,1.008275865,1,0,0,5,1,5
1.72,15,0,23,1.341977014,1,0,0,5,1,5
1.74,15,0,23,1.675678163,1,0,0,5,1,5
1.76,15,0,23,2.009379312,1,0,0,5,1,5
1.78,15,0,23,2.343080461,1,0,0,5,1,5
1.8,15,0,23,2.67678161,1,0,0,5,1,5
1.82,15,0,23,3.010482759,1,0,0,5,1,5
1.84,15,0,23,3.344183908,1,0,0,5,1,5
1.86,15,0,23,3.677885057,1,0,0,5,1,5
1.88,15,0,23,4.011586206,1,0,0,5,1,5
1.9,15,0,23,4.345287355,1,0,0,5,1,5
1.92,15,0,23,4.678988504,1,0,0,5,1,5
1.94,15,0,23,5.012689653,1,0,0,5,1,5
1.96,15,0,23,5.346390802,1,0,0,5,1,5
1.98,15,0,23,5.680091951,1,0,0,5,1,5
2,15,0,23,6.013793101,1,0,0,5,1,5
2.02,15,0,23,6.34749425,1,0,0,5,1,5
2.04,15,0,23,6.681195399,1,0,0,5,1,5
2.06,15,0,23,7.014896548,1,0,0,5,1,5
2.08,15,0,23,7.348597697,1,0,0,5,1,5
2.1,15,0,23,7.737931027,1,0,0,5,1,5
2.12,15,0,23,8.264827579,1,0,0,5,1,5
