sample_id,time,anomaly,anomaly_type,data_modality,volume,flow,pressure
11,0.016160791,1,flow_asynchrony_volume,volume_only,2.399784523,,
11,0.112345358,1,flow_asynchrony_volume,volume_only,0.958502062,,
11,0.124270907,1,flow_asynchrony_volume,volume_only,-1.201656945,,
11,0.151019802,1,flow_asynchrony_volume,volume_only,-2.402013597,,
11,0.178103058,1,flow_asynchrony_volume,volume_only,-3.242374707,,
11,0.261358992,1,flow_asynchrony_volume,volume_only,-3.603484787,,
11,0.317531671,1,flow_asynchrony_volume,volume_only,-3.124233756,,
11,0.359772634,1,flow_asynchrony_volume,volume_only,-2.644796968,,
11,0.429988483,1,flow_asynchrony_volume,volume_only,-2.04573318,,
11,0.499981424,1,flow_asynchrony_volume,volume_only,-1.686666419,,
11,0.569862912,1,flow_asynchrony_volume,volume_only,-1.447598172,,
11,0.653899023,1,flow_asynchrony_volume,volume_only,-0.968718654,,
11,0.724337779,1,flow_asynchrony_volume,volume_only,-0.129657837,,
11,0.765352751,1,flow_asynchrony_volume,volume_only,-0.970204703,,
11,0.807370807,1,flow_asynchrony_volume,volume_only,-0.730764944,,
11,0.862763309,1,flow_asynchrony_volume,volume_only,-1.091503511,,
11,0.933982242,1,flow_asynchrony_volume,volume_only,0.587546903,,
11,1.005758443,1,flow_asynchrony_volume,volume_only,2.866589887,,
11,1.049782665,1,flow_asynchrony_volume,volume_only,5.266002898,,
11,1.078760635,1,flow_asynchrony_volume,volume_only,6.465616525,,
11,1.120109968,1,flow_asynchrony_volume,volume_only,5.9850652,,
11,1.148307761,1,flow_asynchrony_volume,volume_only,6.34468923,,
11,1.216963257,1,flow_asynchrony_volume,volume_only,5.263773823,,
11,1.22989189,1,flow_asynchrony_volume,volume_only,4.183601441,,
11,1.272578668,1,flow_asynchrony_volume,volume_only,5.143032284,,
11,1.301222276,1,flow_asynchrony_volume,volume_only,5.98265037,,
11,1.37099231,1,flow_asynchrony_volume,volume_only,6.101720103,,
11,1.412230189,1,flow_asynchrony_volume,volume_only,5.501170264,,
11,1.467957053,1,flow_asynchrony_volume,volume_only,5.500427239,,
11,1.481108593,1,flow_asynchrony_volume,volume_only,4.660251885,,
11,1.480216963,1,flow_asynchrony_volume,volume_only,3.700263774,,
11,1.492922688,1,flow_asynchrony_volume,volume_only,2.380094364,,
11,1.519337222,1,flow_asynchrony_volume,volume_only,0.81974217,,
11,1.544971579,1,flow_asynchrony_volume,volume_only,-1.580599621,,
11,1.529813872,1,flow_asynchrony_volume,volume_only,-2.900397518,,
11,1.55544823,1,flow_asynchrony_volume,volume_only,-5.30073931,,
11,1.62599844,1,flow_asynchrony_volume,volume_only,-4.341679979,,
11,1.667236319,1,flow_asynchrony_volume,volume_only,-4.942229818,,
11,1.709588736,1,flow_asynchrony_volume,volume_only,-4.342794516,,
11,1.765649961,1,flow_asynchrony_volume,volume_only,-3.983541999,,
11,1.835977263,1,flow_asynchrony_volume,volume_only,-3.264479697,,
11,1.90641602,1,flow_asynchrony_volume,volume_only,-2.42541888,,
