time,paw,flow,vol,pmus
0,8.33114804154071,0.0185904111169187,0,0
0.01,8.50621570847848,0.0175367861771878,-2.57932157172409e-06,-0.00039426
0.02,8.51677442040559,0.0095746698550605,-1.32036304093018e-05,-0.00157084
0.03,8.54913786790798,0.00640222096190191,-2.96404242332611e-05,-0.00351118
0.04,8.55706179353685,0.00750112499952636,-4.75335821209993e-05,-0.00618467
0.05,8.52758195540075,0.00952237734109959,-6.31763727919716e-05,-0.00954915
0.06,8.59468738273961,0.00609908929017075,-7.41768130995152e-05,-0.01355157
0.07,8.60679127733479,0.00115593830361449,-7.91639192268886e-05,-0.0181288
0.08,8.56334668945311,0.000641620894303622,-7.74500654211207e-05,-0.02320866
0.09,8.54064124979464,0.000325590799743957,-6.88210048612146e-05,-0.02871104
0.1,8.48947505804636,0.00516364680828699,-5.37256703611402e-05,-0.03454915
0.11,8.48190211711924,0.00861668970598964,-3.32388937896522e-05,-0.04063093
0.12,8.48545722055446,0.00798061068136015,-9.18079464039157e-06,-0.04686047
0.13,8.46630700145458,0.0118739739133339,1.67661409751108e-05,-0.05313953
0.14,8.47952537555597,0.0243324445716364,4.35535308947382e-05,-0.05936907
0.15,8.4758817651302,0.0194758613983397,7.64256047010948e-05,-0.07161619
0.16,8.48353244957951,0.0139615565297729,0.000122322674635385,-0.08978497
0.17,8.47601066884005,0.0163141079463026,0.000183586585991603,-0.11378335
0.18,8.48635044770404,0.0107683835411714,0.000260910955727619,-0.14352456
0.19,8.45422531028262,0.0155463445232835,0.000354436145913374,-0.17892847
0.2,8.37259117402322,0.0111736555826509,0.000464058653548878,-0.2199229
0.21,8.30880079073842,0.00594220537806134,0.000589677946273756,-0.26644473
0.22,8.26858632101238,0.012755433232567,0.000731199607862678,-0.31844091
0.23,8.24954214625725,0.0205292838337781,0.000888539298162383,-0.37586926
0.24,8.25242224377434,0.0226867085614197,0.00105588486101903,-0.43253386
0.25,8.18284258136907,0.0254841198041479,0.00122564474288799,-0.48835592
0.26,8.1186914374707,0.0243994737543638,0.0013956704073628,-0.54390417
0.27,8.09238949003311,0.0265352291852266,0.00156588809183292,-0.59933196
0.28,8.0654793865298,0.0282956556756027,0.00173629608378239,-0.65463945
0.29,8.02655264902885,0.0328752081484298,0.00190693271337501,-0.70982706
0.3,7.9133413535107,0.0338537131699582,0.0020778110059952,-0.76489552
0.31,7.83200144293939,0.0248519441152095,0.00224893565783701,-0.81984584
0.32,7.80436322400334,0.0157147534972909,0.00242030899050139,-0.87467931
0.33,7.77866787395255,0.00880848158783187,0.00259193305056966,-0.92939752
0.34,7.68636878828565,0.0105733536128399,0.00276381030334584,-0.98400231
0.35,7.66623140219538,0.0101420247072148,0.00293594389530323,-1.03849582
0.36,7.60384312036524,0.00789488994055177,0.00310833773659966,-1.09288044
0.37,7.58701297817403,0.00537068739784082,0.00328099649893544,-1.14715883
0.38,7.51260438667261,0.0157422591259515,0.00345392563147895,-1.2013339
0.39,7.44332661441369,0.0218794611670843,0.0036271313471762,-1.25540882
0.4,7.33070330077096,0.021731902472891,0.00380062058978207,-1.30938698
0.41,7.30904328613659,0.0200074002812037,0.00397440104531548,-1.36327204
0.42,7.21933770475595,0.020050431616722,0.0041484811062967,-1.41706784
0.43,7.13268615748204,0.0261550792096685,0.0043228698337493,-1.47077847
0.44,7.07684125725906,0.0232677105589479,0.00449757696148432,-1.52440821
0.45,7.0652464793769,0.0290695029467703,0.00467261284348048,-1.57796153
0.46,7.05211415597338,0.0261574388396388,0.00484798844987951,-1.6314431
0.47,6.98700577411777,0.0398519997417733,0.0050237153324341,-1.68485775
0.48,6.88975217556249,0.0400068533955141,0.00519980557654477,-1.73821047
0.49,6.86888670702654,0.0343329804523498,0.00537627178309909,-1.7915064
0.5,6.87208146444264,0.0213367289710428,0.0055531270549675,-1.84475084
0.51,6.8265391269331,0.0179695314301103,0.00573038494959898,-1.89794918
0.52,6.78041534499486,0.00115203126757629,0.0059080594315236,-1.95110695
0.53,6.69758672596878,0.00633912595410079,0.00608620081628166,-2.00422974
0.54,6.6954413467382,-0.00110842828191251,0.0062647709153635,-2.05732327
0.55,6.66424704740854,-0.00145800645695582,0.00644379574889742,-2.1103933
0.56,6.60707630044699,0.00283218618274326,0.00662329444820486,-2.16344565
0.57,6.56094993067208,0.0157799673298158,0.00680328386780299,-2.2164862
0.58,6.53304036134855,0.0200067321404986,0.00698378018904901,-2.26952084
0.59,6.5107175336808,0.0430788503204795,0.0071647994095502,-2.32255548
0.6,6.72354776022112,0.0899454057190738,0.00734635754563338,-2.37559602
0.61,7.04928006618417,0.168309564095147,0,-2.42864838
0.62,7.57000602214694,0.260178158849599,0.000780729172844433,-2.48171841
0.63,8.20474914336039,0.383646933780727,0.00336206658231094,-2.53481193
0.64,8.94550593607136,0.506640667320109,0.00798341581868009,-2.58793473
0.65,9.84418422861295,0.661334371603447,0.0143967233453878,-2.64109249
0.66,10.8790107284347,0.807452384526888,0.0222762018297799,-2.69429083
0.67,11.8537475863202,0.933719306808924,0.0313534490589984,-2.74753527
0.68,12.8138638520101,1.02406804336579,0.0414477213178762,-2.80083121
0.69,13.7204697100093,1.12857288744004,0.0524441368197092,-2.85418393
0.7,14.5834109491577,1.2012072022343,0.064270476606954,-2.90759858
0.71,15.3686766626363,1.27134060129987,0.0768760812495835,-2.96108015
0.72,16.0696586560436,1.32097744741003,0.0901799289082177,-3.01463347
0.73,16.5882585312581,1.35312604740375,0.103934477428067,-3.06826321
0.74,17.0027952854966,1.36918761691118,0.117858913383354,-3.12197383
0.75,17.3181541964773,1.38349143045857,0.131768325922359,-3.17576964
0.76,17.532711057932,1.36888634514386,0.145572282347549,-3.22965469
0.77,17.6522204716405,1.35368260388354,0.159237713405956,-3.28363286
0.78,17.7525698486078,1.34064741752448,0.17275984992018,-3.33770778
0.79,17.763282471177,1.31506511389054,0.18614370969763,-3.39188285
0.8,17.8585077296572,1.30149285867939,0.199395215644743,-3.44616124
0.81,17.8967225245049,1.28806548446494,0.212518782158997,-3.50054586
0.82,18.0125633798643,1.27763133803645,0.225517127385046,-3.55503936
0.83,18.1109213551914,1.27472631646571,0.238391942717936,-3.60964416
0.84,18.2259802631772,1.26703521547686,0.251144390305187,-3.66436237
0.85,18.3564802252641,1.25664485992926,0.263775484230425,-3.71919584
0.86,18.4737854680118,1.24435482666237,0.276286280622389,-3.77414616
0.87,18.5543157545566,1.23482222648408,0.288677846136,-3.82921462
0.88,18.6722683603009,1.2301350073201,0.300951275833752,-3.88440223
0.89,18.7453077186384,1.21983772807691,0.31310763539901,-3.93964949
0.9,18.8309447536563,1.20836400755377,0.325148077013399,-3.99513751
0.91,18.9155265083415,1.20041747471239,0.337073653229382,-4.05101979
0.92,18.9716215263441,1.19038339212227,0.348886233075764,-4.10768439
0.93,19.059277122043,1.18818367342112,0.360587312903311,-4.16511275
0.94,19.1309221682688,1.17216067701518,0.372178194322493,-4.22327426
0.95,19.1750633593006,1.15700955698408,0.383660301353838,-4.28212676
0.96,19.2397937008678,1.14337480176374,0.395032371159699,-4.33545187
0.97,19.3312307241851,1.13252185555698,0.406290505274441,-4.38318645
0.98,19.4009201091347,1.11725679989599,0.41742497337226,-4.40965232
0.99,19.4820316317245,1.09720083258987,0.428420023317112,-4.41476936
1,19.5888527275217,1.08089262055452,0.439262624354799,-4.3984508
1.01,19.6875939925477,1.06969235008816,0.449940445545951,-4.36060457
1.02,19.8686982025648,1.05201099686655,0.460440831766168,-4.30113475
1.03,20.0091651342634,1.03775650087562,0.470750591836015,-4.2199431
1.04,20.1272934482695,1.00814882702758,0.480855567706267,-4.1169306
1.05,20.2531775582192,0.972265200581998,0.490744264312227,-3.99816434
1.06,20.40436005849,0.937373075587664,0.500407708330591,-3.8635484
1.07,20.5150479984655,0.908184662550317,0.50984219906791,-3.72859672
1.08,20.6596287432766,0.888021696618133,0.519050585372885,-3.59322253
1.09,20.7791026845759,0.864973264809402,0.528032183139165,-3.4573457
1.1,20.9030379267225,0.84207710812096,0.536785282875736,-3.32089407
1.11,20.9834764675212,0.824980888416015,0.545308400236209,-3.1838045
1.12,21.1718420618627,0.805276719277022,0.5536004911141,-3.04602394
1.13,21.310147196209,0.793160814650543,0.561660871769627,-2.90751022
1.14,21.4940249670672,0.768048111246824,0.569489100067457,-2.76823274
1.15,21.6256434433272,0.732018533317238,0.577084560640296,-2.62812402
1.16,21.6996981454291,0.701953503580199,0.584446840475639,-2.4877189
1.17,21.8357885071554,0.669417751188604,0.591575990621885,-2.34721591
