time,paw,flow,vol,pmus
0,7.88941364170948,0.0415218982933215,0,0
0.01,7.87566042972268,0.0201467375673037,-2.61743166662604e-06,-0.00039426
0.02,7.85254240997191,0.0161410837605627,-1.33221351035576e-05,-0.00157084
0.03,7.89746334969824,0.0130440497690379,-2.96412668674424e-05,-0.00351118
0.04,7.89655307565652,0.00172761517435831,-4.75360188534655e-05,-0.00618467
0.05,7.88845624911592,0.000674750146314623,-6.32206906989854e-05,-0.00954915
0.06,7.8941705005905,-0.00758936418817164,-7.42805982201066e-05,-0.01355157
0.07,7.89029236781525,-0.00305394331121483,-7.93389494184925e-05,-0.0181288
0.08,7.86976343056133,-0.00284733530606931,-7.77124797570327e-05,-0.02320866
0.09,7.81271277093419,-0.000144248754611935,-6.91192193474894e-05,-0.02871104
0.1,7.82356769387183,0.00317176626195809,-5.40723153791664e-05,-0.03454915
0.11,7.83508834181801,0.00768842112179473,-3.36177192040527e-05,-0.04063093
0.12,7.78781235030369,0.00940161284572172,-9.64763414755405e-06,-0.04686047
0.13,7.77639073315195,0.0120596171524357,1.62911067256896e-05,-0.05313953
0.14,7.75715019192387,0.0160143021334382,4.310283687722e-05,-0.05936907
0.15,7.80943940004008,0.0139630643854082,7.01318603946088e-05,-0.06545085
0.16,7.76821167561623,0.0149836285934903,9.69371562247357e-05,-0.07128896
0.17,7.75629364003619,0.00602647851299312,0.000123182162340377,-0.07679134
0.18,7.7362366188428,0.00524291892956711,0.000148580692534447,-0.0818712
0.19,7.75243410065887,0.00904792697004096,0.000172876745078825,-0.08644843
0.2,7.76063839848141,0.00249588256985844,0.000195838234085236,-0.09045085
0.21,7.78093361208985,-0.00805789193629539,0.000217256610736363,-0.09381533
0.22,7.73196875790602,-0.00918328194543785,0.000236948612589036,-0.09648882
0.23,7.77961910670802,-0.00748189087331677,0.000254758588376567,-0.09842916
0.24,7.7475659038958,-0.0100914964189082,0.000278940319357785,-0.10843033
0.25,7.73684829033055,-0.0127328823752856,0.000319939874712723,-0.12642344
0.26,7.76203278340946,-0.0137113906619228,0.000382001654193151,-0.15294756
0.27,7.73264543919547,-0.0100109750816943,0.000467265178257945,-0.18819559
0.28,7.72024715920057,-0.00670713460389066,0.00057672839280625,-0.23216763
0.29,7.7179058153729,-0.00213133493280976,0.000710803262278783,-0.28486397
0.3,7.65840353334531,-0.00436332047904351,0.000869695137901577,-0.34628512
0.31,7.6186545448584,0.00433328836262472,0.00105353687945229,-0.41643178
0.32,7.55024210066428,0.00830885559704165,0.00126243606013653,-0.49530488
0.33,7.48265585965833,0.00343935594752762,0.00148823306094331,-0.57408091
0.34,7.45304063601561,0.0117287730210594,0.00172053141667915,-0.65276117
0.35,7.33789680863877,0.00757648969948063,0.00195555861358938,-0.73134717
0.36,7.21082168302214,0.0138781810569076,0.00219193797259998,-0.80984057
0.37,7.14856221524423,0.0157161771373532,0.00242917526810837,-0.88824325
0.38,7.07524271040784,0.0190803229936663,0.00266709379953739,-0.96655726
0.39,7.02493174977607,0.0223768549279881,0.00290563200599921,-1.04478483
0.4,6.96956495483979,0.0255683548954125,0.0031447703289747,-1.12292836
0.41,6.86030239756759,0.023857346973017,0.00338450477411446,-1.20099044
0.42,6.77827342125639,0.028589976399905,0.00362483727465791,-1.27897378
0.43,6.7352153303835,0.0239892742112837,0.00386577227198926,-1.3568813
0.44,6.66841333976804,0.0211984495577787,0.00410731542380002,-1.43471604
0.45,6.59168057445905,0.00663027342281499,0.00434947310191986,-1.51248119
0.46,6.5164979761511,0.00825951892810179,0.00459225226342154,-1.59018009
0.47,6.37032371762694,0.0288118763964907,0.00483566034072486,-1.66781621
0.48,6.30939357940348,0.0321193831141293,0.0050797052128188,-1.74539314
0.49,6.27527692039107,0.0308092098621674,0.00532439518132654,-1.8229146
0.5,6.18672008258261,0.0264631699075199,0.00556973895150644,-1.90038442
0.51,6.09905047848989,0.0296381048974044,0.00581574558941123,-1.97780652
0.52,6.04102798728339,0.0419657505809405,0.00606242451900092,-2.05518493
0.53,5.94905517704437,0.044204144204853,0.00630978551227075,-2.13252377
0.54,5.89899274274238,0.0249220893494258,0.00655783863746968,-2.20982723
0.55,5.84120028705091,0.0181045131021084,0.00680659424596873,-2.28709957
0.56,5.76608395477409,0.0264170029820656,0.00705606295940873,-2.36434512
